case_id,case_type,num_parties,priority,judge_id,judge_idx,courtroom_id,hearing_date,hearing_duration_mins
CASE00885,Family,2,Medium,J003,2,CR06,2024-12-27,63
CASE00886,Family,3,High,J007,6,CR03,2025-11-21,107
CASE00887,Constitutional,11,Low,J006,5,CR02,2025-11-20,227
CASE00888,Family,2,Medium,J003,2,CR06,2024-05-01,70
CASE00889,Civil,4,High,J003,2,CR05,2024-04-30,104
CASE00890,Civil,2,High,J003,2,CR06,2025-12-12,147
CASE00891,Civil,3,High,J003,2,CR07,2025-03-05,121
CASE00892,Criminal,4,High,J006,5,CR03,2025-08-12,215
CASE00893,Civil,2,Low,J006,5,CR07,2024-07-10,92
CASE00894,Family,2,Low,J007,6,CR03,2025-07-23,91
CASE00895,Commercial,6,Medium,J001,0,CR08,2024-10-23,77
CASE00896,Family,3,Low,J003,2,CR03,2024-11-19,56
CASE00897,Criminal,4,Medium,J005,4,CR01,2025-01-03,20
CASE00898,Criminal,3,Low,J002,1,CR08,2024-05-20,69
CASE00899,Commercial,4,Medium,J001,0,CR07,2025-07-30,182
CASE00900,Civil,5,Low,J008,7,CR08,2025-12-03,82
CASE00901,Family,2,Medium,J007,6,CR07,2025-12-29,115
CASE00902,Constitutional,9,Medium,J006,5,CR08,2024-06-21,272
CASE00903,Commercial,8,Medium,J001,0,CR01,2024-08-14,187
CASE00904,Civil,2,Medium,J004,3,CR01,2024-10-09,92
CASE00905,Family,3,Medium,J003,2,CR05,2025-04-14,126
CASE00906,Land,3,Medium,J008,7,CR08,2025-07-17,96
CASE00907,Criminal,6,High,J006,5,CR02,2024-10-02,224
CASE00908,Civil,5,Medium,J008,7,CR06,2025-07-10,137
CASE00909,Criminal,6,High,J002,1,CR08,2025-07-14,136
CASE00910,Family,3,Low,J003,2,CR07,2024-04-15,66
CASE00911,Commercial,9,Medium,J007,6,CR04,2024-11-01,191
CASE00912,Criminal,4,Low,J002,1,CR08,2024-09-27,100
CASE00913,Civil,2,Medium,J004,3,CR02,2025-03-26,103
CASE00914,Criminal,7,Low,J002,1,CR04,2025-08-26,159
CASE00915,Civil,2,Medium,J004,3,CR07,2024-06-19,88
CASE00916,Civil,3,Medium,J008,7,CR03,2024-07-31,74
CASE00917,Criminal,3,High,J002,1,CR01,2025-08-07,170
CASE00918,Family,2,Low,J007,6,CR05,2025-09-04,50
CASE00919,Labour,4,Medium,J007,6,CR03,2024-11-28,71
CASE00920,Criminal,5,Medium,J006,5,CR05,2024-10-24,226
CASE00921,Constitutional,5,Medium,J006,5,CR02,2025-02-26,183
CASE00922,Civil,4,Low,J001,0,CR05,2025-11-03,95
CASE00923,Commercial,9,High,J001,0,CR03,2024-09-13,60
CASE00924,Family,2,Low,J003,2,CR06,2024-09-11,64
CASE00925,Criminal,7,Low,J006,5,CR07,2025-08-15,161
CASE00926,Criminal,3,Low,J006,5,CR05,2025-01-20,133
CASE00927,Constitutional,9,High,J006,5,CR02,2025-02-17,166
CASE00928,Criminal,5,Medium,J006,5,CR05,2025-01-13,133
CASE00929,Commercial,8,Low,J004,3,CR08,2024-12-02,210
CASE00930,Land,2,High,J008,7,CR01,2025-04-15,140
CASE00931,Criminal,5,Medium,J006,5,CR06,2024-03-06,238
CASE00932,Criminal,3,Low,J006,5,CR07,2024-08-12,135
CASE00933,Civil,4,Medium,J006,5,CR04,2025-05-22,85
CASE00934,Civil,2,Low,J004,3,CR06,2024-10-18,94
CASE00935,Family,3,Medium,J007,6,CR03,2025-05-12,134
CASE00936,Civil,2,Medium,J004,3,CR01,2024-04-12,90
CASE00937,Commercial,8,Medium,J007,6,CR08,2024-01-18,84
CASE00938,Civil,2,Medium,J001,0,CR03,2025-03-28,103
CASE00939,Criminal,6,Low,J005,4,CR01,2024-05-16,237
CASE00940,Criminal,4,Low,J006,5,CR05,2024-06-12,249
CASE00941,Land,5,Low,J004,3,CR02,2024-03-26,148
CASE00942,Commercial,2,High,J004,3,CR03,2025-02-10,159
CASE00943,Civil,2,Medium,J004,3,CR04,2025-11-03,84
CASE00944,Civil,4,High,J001,0,CR02,2024-01-03,135
CASE00945,Family,3,High,J003,2,CR08,2024-03-21,69
CASE00946,Criminal,2,Medium,J002,1,CR04,2025-06-16,175
CASE00947,Criminal,4,Medium,J006,5,CR08,2024-01-11,120
CASE00948,Land,2,Medium,J001,0,CR06,2025-12-12,84
CASE00949,Commercial,8,Medium,J001,0,CR08,2024-03-14,20
CASE00950,Family,3,Low,J003,2,CR07,2024-04-02,57
CASE00951,Criminal,3,Medium,J006,5,CR02,2024-04-16,120
CASE00952,Family,2,Medium,J007,6,CR06,2024-05-21,47
CASE00953,Criminal,6,Low,J005,4,CR03,2025-11-25,35
CASE00954,Constitutional,4,High,J002,1,CR02,2025-07-31,390
CASE00955,Commercial,9,Medium,J001,0,CR03,2025-03-27,170
CASE00956,Criminal,2,High,J005,4,CR04,2025-10-06,115
CASE00957,Family,2,High,J008,7,CR03,2025-02-26,70
CASE00958,Commercial,6,Medium,J007,6,CR08,2024-05-24,163
CASE00959,Constitutional,9,Low,J002,1,CR07,2024-12-26,169
CASE00960,Civil,3,Low,J006,5,CR06,2024-05-24,83
CASE00961,Civil,4,Medium,J003,2,CR05,2025-10-23,94
CASE00962,Labour,4,Medium,J003,2,CR04,2025-07-21,88
CASE00963,Family,3,Medium,J008,7,CR05,2025-12-09,47
CASE00964,Constitutional,4,Low,J002,1,CR05,2024-07-30,267
CASE00965,Family,2,Medium,J008,7,CR04,2025-02-06,96
CASE00966,Labour,4,Medium,J005,4,CR01,2024-09-03,133
CASE00967,Civil,5,Medium,J006,5,CR07,2024-04-26,76
CASE00968,Constitutional,9,Low,J002,1,CR08,2025-10-16,122
CASE00969,Land,3,Medium,J008,7,CR02,2025-06-25,124
CASE00970,Civil,2,Low,J001,0,CR06,2024-11-21,54
CASE00971,Land,5,High,J001,0,CR07,2025-08-06,228
CASE00972,Commercial,3,Low,J004,3,CR06,2025-07-14,104
CASE00973,Civil,4,Medium,J003,2,CR08,2024-01-19,70
CASE00974,Criminal,5,Low,J006,5,CR02,2024-01-16,241
CASE00975,Commercial,9,Medium,J004,3,CR04,2025-02-12,97
CASE00976,Civil,3,High,J008,7,CR05,2025-10-06,145
CASE00977,Family,3,Low,J008,7,CR07,2025-03-10,77
CASE00978,Family,2,Medium,J008,7,CR07,2024-03-26,60
CASE00979,Land,4,High,J008,7,CR03,2024-03-27,82
CASE00980,Civil,2,Medium,J004,3,CR02,2025-07-04,87
CASE00981,Civil,4,Medium,J004,3,CR07,2025-10-28,117
CASE00982,Constitutional,8,Medium,J002,1,CR05,2025-12-17,252
CASE00983,Commercial,3,Medium,J004,3,CR04,2024-03-01,155
CASE00984,Civil,4,Medium,J003,2,CR02,2025-03-21,116
CASE00985,Criminal,7,High,J002,1,CR08,2025-09-19,308
CASE00986,Civil,5,Medium,J008,7,CR01,2024-11-13,123
CASE00987,Civil,2,Low,J003,2,CR02,2025-12-26,38
CASE00988,Land,3,Low,J001,0,CR01,2024-06-17,120
CASE00989,Commercial,3,High,J004,3,CR06,2025-06-20,52
CASE00990,Civil,5,High,J008,7,CR05,2024-06-20,86
CASE00991,Family,2,Medium,J007,6,CR03,2024-10-03,39
CASE00992,Family,2,Medium,J008,7,CR02,2024-02-01,91
CASE00993,Commercial,4,High,J004,3,CR07,2024-03-07,87
CASE00994,Commercial,3,Medium,J004,3,CR02,2024-02-27,69
CASE00995,Civil,5,Low,J006,5,CR03,2024-06-11,129
CASE00996,Civil,2,Medium,J004,3,CR02,2025-08-11,93
CASE00997,Family,2,Low,J008,7,CR02,2024-08-22,25
CASE00998,Land,3,High,J008,7,CR01,2024-02-16,114
CASE00999,Civil,3,Medium,J001,0,CR04,2025-04-29,97
CASE01000,Criminal,3,High,J005,4,CR07,2024-06-03,144
CASE01001,Labour,3,Medium,J003,2,CR01,2025-07-21,74
CASE01002,Civil,4,Medium,J006,5,CR04,2024-11-26,118
CASE01003,Land,2,Medium,J001,0,CR07,2024-03-21,67
CASE01004,Commercial,5,Low,J007,6,CR06,2024-05-03,157
CASE01005,Constitutional,2,Medium,J002,1,CR03,2025-06-13,311
CASE01006,Family,2,Medium,J003,2,CR07,2024-03-12,66
CASE01007,Civil,5,Medium,J006,5,CR05,2024-11-15,88
CASE01008,Land,3,High,J004,3,CR02,2025-07-21,132
CASE01009,Civil,4,Low,J006,5,CR01,2025-01-13,82
CASE01010,Labour,4,Medium,J003,2,CR05,2025-08-01,71
CASE01011,Civil,5,Low,J004,3,CR04,2025-04-21,26
CASE01012,Criminal,7,Medium,J005,4,CR08,2025-07-14,130
CASE01013,Commercial,6,Medium,J001,0,CR03,2024-01-08,120
CASE01014,Criminal,6,Low,J005,4,CR01,2024-08-27,225
CASE01015,Civil,2,Low,J008,7,CR06,2025-10-14,32
CASE01016,Land,3,Medium,J008,7,CR01,2024-12-10,73
CASE01017,Civil,2,Medium,J001,0,CR07,2024-11-11,115
CASE01018,Criminal,4,High,J002,1,CR04,2025-06-27,64
CASE01019,Constitutional,5,Medium,J002,1,CR07,2025-05-19,132
CASE01020,Civil,5,Low,J001,0,CR03,2025-12-30,71
CASE01021,Commercial,5,Low,J004,3,CR02,2024-02-15,193
CASE01022,Criminal,2,Low,J002,1,CR07,2025-12-19,62
CASE01023,Family,2,Medium,J007,6,CR08,2024-03-28,30
CASE01024,Civil,2,High,J008,7,CR02,2025-06-02,87
CASE01025,Civil,5,Medium,J003,2,CR07,2024-03-18,109
CASE01026,Criminal,3,Low,J006,5,CR01,2025-11-10,85
CASE01027,Civil,4,Medium,J003,2,CR04,2024-09-25,86
CASE01028,Civil,2,Medium,J004,3,CR07,2025-12-19,66
CASE01029,Constitutional,8,Low,J006,5,CR06,2025-04-09,145
CASE01030,Civil,3,High,J004,3,CR04,2024-03-18,78
CASE01031,Civil,2,High,J003,2,CR03,2025-08-22,85
CASE01032,Civil,5,Medium,J001,0,CR03,2024-04-19,137
CASE01033,Criminal,3,Low,J002,1,CR08,2025-04-23,141
CASE01034,Family,2,Low,J007,6,CR07,2025-07-03,51
CASE01035,Criminal,5,Medium,J005,4,CR04,2025-04-08,236
CASE01036,Commercial,9,Medium,J004,3,CR08,2024-05-03,142
CASE01037,Civil,3,High,J001,0,CR03,2025-12-04,108
CASE01038,Criminal,7,Low,J005,4,CR01,2024-08-09,104
CASE01039,Civil,4,Medium,J004,3,CR03,2024-04-04,100
CASE01040,Criminal,5,Medium,J006,5,CR04,2024-12-31,124
CASE01041,Commercial,6,Medium,J004,3,CR01,2025-11-25,212
CASE01042,Commercial,5,High,J004,3,CR05,2024-06-28,180
CASE01043,Commercial,3,Medium,J001,0,CR07,2025-04-09,212
CASE01044,Civil,2,High,J008,7,CR04,2024-04-15,79
CASE01045,Criminal,4,Low,J002,1,CR02,2024-03-05,73
CASE01046,Land,5,Low,J001,0,CR03,2024-07-22,134
CASE01047,Civil,3,High,J006,5,CR06,2025-12-04,139
CASE01048,Constitutional,5,Medium,J002,1,CR05,2024-03-18,130
CASE01049,Civil,4,High,J001,0,CR02,2024-07-22,87
CASE01050,Commercial,3,Medium,J007,6,CR08,2024-04-05,195
CASE01051,Civil,4,Medium,J004,3,CR02,2024-02-14,119
CASE01052,Family,2,Low,J007,6,CR01,2025-08-11,92
CASE01053,Labour,4,Low,J005,4,CR07,2024-02-01,40
CASE01054,Criminal,7,Medium,J005,4,CR07,2024-06-26,53
CASE01055,Civil,5,Medium,J004,3,CR04,2024-07-11,110
CASE01056,Commercial,3,High,J004,3,CR05,2025-04-02,222
CASE01057,Civil,4,Medium,J003,2,CR01,2025-09-24,121
CASE01058,Civil,5,Low,J003,2,CR05,2025-05-26,71
CASE01059,Civil,3,Medium,J006,5,CR08,2024-03-04,125
CASE01060,Criminal,2,Medium,J002,1,CR05,2025-01-28,174
CASE01061,Land,3,Low,J001,0,CR07,2024-07-24,46
CASE01062,Civil,2,Low,J008,7,CR04,2025-10-08,134
CASE01063,Criminal,2,Low,J006,5,CR01,2025-01-27,202
CASE01064,Civil,5,High,J004,3,CR08,2025-05-12,145
CASE01065,Civil,3,High,J004,3,CR06,2024-10-04,102
CASE01066,Land,5,Medium,J001,0,CR01,2025-09-04,39
CASE01067,Civil,2,Medium,J003,2,CR01,2024-10-15,62
CASE01068,Family,2,High,J003,2,CR08,2025-06-27,141
CASE01069,Family,3,Low,J007,6,CR04,2024-06-13,107
CASE01070,Family,3,High,J003,2,CR04,2025-11-04,146
CASE01071,Constitutional,3,High,J002,1,CR05,2025-07-01,222
CASE01072,Civil,5,Medium,J001,0,CR04,2025-08-13,128
CASE01073,Commercial,6,Low,J004,3,CR06,2024-06-27,136
CASE01074,Commercial,3,Medium,J001,0,CR04,2024-11-22,140
CASE01075,Family,2,Medium,J008,7,CR06,2025-08-29,52
CASE01076,Commercial,7,Medium,J001,0,CR06,2025-08-05,112
CASE01077,Criminal,5,High,J006,5,CR03,2025-07-31,268
CASE01078,Family,3,Medium,J003,2,CR08,2025-07-10,45
CASE01079,Constitutional,7,Low,J006,5,CR03,2024-02-09,223
CASE01080,Civil,5,Medium,J001,0,CR01,2024-08-27,124
CASE01081,Criminal,4,Medium,J006,5,CR04,2024-01-22,83
CASE01082,Civil,5,Medium,J008,7,CR08,2024-01-02,78
CASE01083,Land,2,Low,J004,3,CR04,2024-05-14,71
CASE01084,Family,2,Medium,J007,6,CR03,2024-11-28,75
CASE01085,Labour,4,Medium,J003,2,CR01,2025-12-23,56
CASE01086,Civil,3,Low,J003,2,CR02,2025-06-23,86
CASE01087,Criminal,3,Medium,J005,4,CR02,2025-12-23,43
CASE01088,Criminal,3,Medium,J006,5,CR07,2024-12-11,132
CASE01089,Commercial,6,Medium,J004,3,CR06,2024-05-20,95
CASE01090,Commercial,5,Medium,J001,0,CR07,2025-10-17,211
CASE01091,Commercial,2,Medium,J004,3,CR06,2024-06-28,115
CASE01092,Labour,4,High,J007,6,CR06,2025-11-13,149
CASE01093,Civil,3,High,J008,7,CR03,2025-01-23,109
CASE01094,Commercial,9,Medium,J004,3,CR05,2024-07-01,51
CASE01095,Civil,5,Low,J001,0,CR07,2025-08-05,64
CASE01096,Civil,5,Low,J001,0,CR03,2025-09-09,62
CASE01097,Civil,5,High,J004,3,CR04,2025-10-17,90
CASE01098,Civil,4,Medium,J008,7,CR02,2024-12-06,99
CASE01099,Civil,5,Medium,J001,0,CR04,2024-06-21,154
CASE01100,Commercial,4,High,J007,6,CR02,2025-11-18,70
CASE01101,Commercial,7,Medium,J007,6,CR06,2025-04-03,201
CASE01102,Criminal,6,Low,J002,1,CR05,2024-09-13,192
CASE01103,Civil,2,Medium,J001,0,CR06,2024-09-20,113
CASE01104,Commercial,5,Medium,J001,0,CR01,2024-02-20,150
CASE01105,Land,4,Medium,J004,3,CR08,2025-03-06,145
CASE01106,Criminal,6,Low,J002,1,CR07,2025-05-20,53
CASE01107,Criminal,7,Medium,J005,4,CR06,2025-07-14,172
CASE01108,Civil,5,High,J006,5,CR02,2025-05-06,91
CASE01109,Criminal,2,High,J006,5,CR04,2025-04-08,59
CASE01110,Commercial,5,Medium,J001,0,CR01,2024-10-29,75
CASE01111,Criminal,2,Medium,J002,1,CR06,2024-09-25,159
CASE01112,Land,3,High,J001,0,CR02,2024-12-17,151
CASE01113,Civil,3,Medium,J003,2,CR07,2024-06-14,45
CASE01114,Civil,3,Medium,J001,0,CR02,2024-12-13,66
CASE01115,Civil,3,Medium,J008,7,CR08,2025-12-23,100
CASE01116,Family,2,Low,J003,2,CR07,2024-06-18,52
CASE01117,Civil,5,Medium,J008,7,CR07,2024-06-10,76
CASE01118,Family,3,Low,J003,2,CR02,2024-12-06,71
CASE01119,Civil,4,Low,J003,2,CR04,2025-02-24,84
CASE01120,Family,3,High,J008,7,CR05,2024-10-16,54
CASE01121,Criminal,2,Medium,J005,4,CR04,2024-04-09,274
CASE01122,Constitutional,6,Low,J002,1,CR07,2025-07-17,173
CASE01123,Civil,4,Medium,J006,5,CR03,2024-02-26,118
CASE01124,Civil,2,Medium,J004,3,CR01,2025-03-14,70
CASE01125,Criminal,7,Low,J002,1,CR05,2025-10-03,142
CASE01126,Commercial,4,Low,J007,6,CR08,2024-07-24,211
CASE01127,Criminal,5,Low,J002,1,CR01,2024-07-31,115
CASE01128,Civil,5,Medium,J003,2,CR05,2024-03-25,131
CASE01129,Civil,3,High,J006,5,CR02,2024-11-12,142
CASE01130,Criminal,2,Medium,J005,4,CR08,2025-05-16,161
CASE01131,Constitutional,5,High,J006,5,CR02,2025-10-20,194
CASE01132,Family,3,High,J008,7,CR07,2024-07-09,64
CASE01133,Constitutional,10,Medium,J006,5,CR07,2025-01-14,221
CASE01134,Civil,4,Low,J003,2,CR08,2024-02-16,89
CASE01135,Family,2,Medium,J007,6,CR08,2025-04-22,64
CASE01136,Constitutional,6,Low,J006,5,CR04,2024-10-03,200
CASE01137,Commercial,3,Medium,J007,6,CR01,2024-06-04,33
CASE01138,Family,2,High,J008,7,CR02,2024-03-29,107
CASE01139,Civil,4,Medium,J004,3,CR07,2025-08-27,47
CASE01140,Constitutional,4,Low,J002,1,CR01,2025-06-20,285
CASE01141,Criminal,5,Low,J005,4,CR08,2024-08-30,134
CASE01142,Civil,5,Medium,J006,5,CR05,2024-03-22,103
CASE01143,Family,3,Low,J007,6,CR01,2025-05-30,57
CASE01144,Land,3,Low,J008,7,CR03,2024-06-27,91
CASE01145,Civil,2,Medium,J003,2,CR04,2024-07-17,36
CASE01146,Family,2,Medium,J003,2,CR01,2025-03-10,60
CASE01147,Civil,2,High,J001,0,CR07,2024-07-26,131
CASE01148,Commercial,8,High,J007,6,CR03,2025-09-02,221
CASE01149,Labour,4,Medium,J005,4,CR06,2025-07-24,82
CASE01150,Commercial,5,High,J004,3,CR06,2024-10-10,134
CASE01151,Family,2,Medium,J008,7,CR08,2025-12-19,119
CASE01152,Family,2,High,J008,7,CR07,2024-04-26,57
CASE01153,Civil,5,Low,J006,5,CR03,2025-08-04,108
CASE01154,Civil,2,Medium,J008,7,CR02,2024-04-19,96
CASE01155,Civil,4,High,J008,7,CR02,2025-07-03,130
CASE01156,Civil,5,Medium,J004,3,CR07,2025-01-28,59
CASE01157,Civil,2,Medium,J006,5,CR08,2024-02-09,124
CASE01158,Criminal,7,Medium,J002,1,CR05,2025-02-17,199
CASE01159,Constitutional,10,Medium,J002,1,CR07,2025-02-10,366
CASE01160,Family,2,High,J007,6,CR04,2024-02-21,107
CASE01161,Criminal,5,Medium,J006,5,CR08,2024-10-03,117
CASE01162,Family,3,High,J007,6,CR01,2024-12-12,130
CASE01163,Civil,3,Medium,J004,3,CR05,2024-10-15,80
CASE01164,Commercial,5,Medium,J004,3,CR02,2024-08-22,243
CASE01165,Labour,4,High,J003,2,CR05,2024-11-25,69
CASE01166,Civil,2,Low,J004,3,CR07,2025-09-12,77
CASE01167,Criminal,2,High,J006,5,CR02,2024-07-12,135
CASE01168,Commercial,8,Medium,J004,3,CR04,2025-02-21,91
CASE01169,Family,3,Low,J008,7,CR08,2025-06-13,42
CASE01170,Criminal,6,Medium,J005,4,CR01,2025-06-12,184
CASE01171,Civil,4,High,J003,2,CR02,2024-11-15,114
CASE01172,Commercial,7,Medium,J007,6,CR07,2025-08-06,141
CASE01173,Criminal,2,Medium,J002,1,CR03,2024-07-17,186
CASE01174,Family,2,Medium,J003,2,CR01,2024-09-13,95
CASE01175,Criminal,5,Low,J002,1,CR08,2024-02-22,165
CASE01176,Criminal,7,High,J005,4,CR04,2024-10-08,381
CASE01177,Land,3,Medium,J004,3,CR08,2025-06-02,115
CASE01178,Land,4,High,J004,3,CR02,2024-02-02,118
CASE01179,Civil,5,High,J003,2,CR06,2025-05-16,36
CASE01180,Family,3,Low,J008,7,CR08,2024-07-01,97
CASE01181,Civil,3,Medium,J006,5,CR06,2024-12-19,126
CASE01182,Family,2,Low,J003,2,CR05,2024-04-03,71
CASE01183,Family,2,Medium,J007,6,CR01,2025-01-31,43
CASE01184,Civil,4,High,J001,0,CR03,2024-08-08,126
CASE01185,Criminal,6,Medium,J002,1,CR04,2025-11-25,72
CASE01186,Family,2,High,J003,2,CR05,2025-10-30,139
CASE01187,Commercial,2,Low,J004,3,CR01,2024-01-11,88
CASE01188,Criminal,5,Low,J005,4,CR03,2024-06-27,97
CASE01189,Family,2,Medium,J008,7,CR01,2024-09-16,49
CASE01190,Criminal,6,Medium,J006,5,CR05,2025-12-31,112
CASE01191,Criminal,3,Medium,J006,5,CR05,2025-03-10,157
CASE01192,Civil,2,Medium,J006,5,CR06,2025-04-16,97
CASE01193,Criminal,7,Low,J005,4,CR04,2025-04-23,52
CASE01194,Land,4,High,J004,3,CR07,2025-08-22,88
CASE01195,Criminal,6,Medium,J002,1,CR01,2025-11-10,156
CASE01196,Commercial,2,Low,J004,3,CR05,2025-12-02,133
CASE01197,Civil,4,Medium,J001,0,CR08,2024-03-07,112
CASE01198,Commercial,3,Medium,J004,3,CR05,2024-11-29,95
CASE01199,Commercial,4,Medium,J004,3,CR05,2025-11-03,228
CASE01200,Commercial,4,Medium,J007,6,CR05,2024-07-12,92
CASE01201,Civil,3,Medium,J003,2,CR04,2024-02-29,101
CASE01202,Criminal,4,Low,J006,5,CR07,2024-05-24,147
CASE01203,Constitutional,7,High,J002,1,CR08,2024-10-30,246
CASE01204,Commercial,7,Low,J004,3,CR07,2025-02-19,137
CASE01205,Civil,5,Medium,J006,5,CR01,2025-08-21,91
CASE01206,Family,2,Low,J008,7,CR04,2024-12-18,123
CASE01207,Constitutional,10,Low,J002,1,CR08,2025-11-19,189
CASE01208,Civil,4,Medium,J004,3,CR05,2024-06-24,128
CASE01209,Family,3,High,J008,7,CR03,2024-10-28,88
CASE01210,Civil,4,Medium,J001,0,CR08,2025-11-28,96
CASE01211,Commercial,5,Low,J004,3,CR02,2024-08-16,169
CASE01212,Commercial,6,Low,J004,3,CR04,2024-11-11,99
CASE01213,Commercial,5,Medium,J004,3,CR06,2025-01-16,214
CASE01214,Criminal,2,Low,J005,4,CR05,2024-05-01,200
CASE01215,Criminal,5,Low,J005,4,CR01,2025-08-21,174
CASE01216,Commercial,8,Medium,J007,6,CR02,2025-04-29,127
CASE01217,Commercial,8,Medium,J001,0,CR02,2025-06-27,230
CASE01218,Labour,4,Low,J005,4,CR07,2024-02-26,78
CASE01219,Civil,4,Low,J003,2,CR03,2024-07-25,103
CASE01220,Civil,5,Medium,J004,3,CR07,2025-08-07,110
CASE01221,Civil,3,Medium,J006,5,CR03,2024-11-20,81
CASE01222,Criminal,4,Low,J006,5,CR03,2025-05-15,132
CASE01223,Family,3,Low,J007,6,CR03,2024-03-01,57
CASE01224,Civil,2,High,J001,0,CR08,2024-10-08,155
CASE01225,Civil,4,High,J003,2,CR03,2025-08-14,65
CASE01226,Family,2,Medium,J003,2,CR08,2024-04-01,43
CASE01227,Civil,2,High,J003,2,CR07,2025-02-18,102
CASE01228,Commercial,6,Medium,J004,3,CR08,2025-01-28,140
CASE01229,Criminal,7,Medium,J002,1,CR01,2025-07-01,204
CASE01230,Family,2,Medium,J003,2,CR06,2024-01-16,62
CASE01231,Civil,5,High,J004,3,CR04,2025-11-24,43
CASE01232,Family,2,Low,J003,2,CR04,2024-08-20,70
CASE01233,Civil,4,High,J004,3,CR05,2024-05-13,64
CASE01234,Civil,5,Low,J001,0,CR07,2025-08-26,81
CASE01235,Criminal,6,Low,J005,4,CR03,2024-03-08,169
CASE01236,Criminal,5,High,J002,1,CR05,2024-10-25,199
CASE01237,Civil,4,High,J006,5,CR06,2025-03-21,169
CASE01238,Civil,3,High,J003,2,CR06,2025-01-03,141
CASE01239,Civil,3,Medium,J003,2,CR03,2025-02-18,136
CASE01240,Criminal,6,Medium,J002,1,CR04,2024-05-15,140
CASE01241,Family,2,Low,J003,2,CR01,2025-08-27,65
CASE01242,Family,2,High,J008,7,CR03,2024-05-07,87
CASE01243,Criminal,7,Low,J005,4,CR01,2025-01-20,169
CASE01244,Labour,4,Low,J007,6,CR05,2025-07-02,37
CASE01245,Civil,2,Medium,J008,7,CR01,2025-09-01,114
CASE01246,Criminal,7,Low,J002,1,CR02,2024-01-22,123
CASE01247,Labour,2,Low,J003,2,CR02,2025-03-03,82
CASE01248,Criminal,7,Medium,J005,4,CR07,2024-05-07,88
CASE01249,Criminal,7,Low,J006,5,CR05,2025-05-01,37
CASE01250,Civil,5,Low,J003,2,CR04,2025-12-04,90
CASE01251,Commercial,7,Low,J007,6,CR01,2024-11-05,91
CASE01252,Commercial,9,High,J004,3,CR02,2025-11-10,150
CASE01253,Criminal,3,Medium,J006,5,CR05,2025-09-30,164
CASE01254,Civil,4,Low,J008,7,CR03,2025-03-05,127
CASE01255,Commercial,4,High,J001,0,CR02,2024-10-17,244
CASE01256,Land,2,Low,J001,0,CR02,2024-07-23,101
CASE01257,Commercial,6,Low,J007,6,CR04,2024-09-27,85
CASE01258,Criminal,7,Medium,J006,5,CR04,2025-01-02,108
CASE01259,Criminal,3,Medium,J006,5,CR07,2024-10-30,125
CASE01260,Family,3,Low,J003,2,CR01,2025-07-16,48
CASE01261,Criminal,6,Medium,J005,4,CR04,2025-05-08,248
CASE01262,Civil,4,High,J004,3,CR04,2024-01-04,99
CASE01263,Civil,5,Low,J001,0,CR02,2024-04-24,116
CASE01264,Civil,3,Medium,J008,7,CR08,2024-04-03,111
CASE01265,Commercial,8,High,J007,6,CR02,2024-09-20,150
CASE01266,Criminal,4,Low,J006,5,CR04,2024-10-31,265
CASE01267,Civil,2,High,J004,3,CR08,2024-02-22,166
CASE01268,Constitutional,8,Medium,J002,1,CR03,2024-10-25,253
CASE01269,Constitutional,5,Medium,J006,5,CR06,2025-03-13,111
CASE01270,Civil,5,Medium,J001,0,CR02,2024-01-11,146
CASE01271,Family,2,Medium,J003,2,CR03,2024-12-03,59
CASE01272,Criminal,2,Medium,J005,4,CR08,2025-09-29,110
CASE01273,Family,3,Low,J007,6,CR02,2025-01-17,66
CASE01274,Commercial,5,High,J004,3,CR03,2025-02-14,82
CASE01275,Family,2,Medium,J007,6,CR05,2025-01-30,47
CASE01276,Civil,4,Medium,J006,5,CR07,2025-10-27,137
CASE01277,Civil,5,Medium,J003,2,CR02,2024-05-16,88
CASE01278,Civil,3,Low,J001,0,CR03,2024-04-17,66
CASE01279,Criminal,2,Medium,J005,4,CR08,2025-08-06,107
CASE01280,Family,3,Medium,J008,7,CR08,2024-07-05,69
CASE01281,Commercial,8,Medium,J007,6,CR07,2025-01-03,130
CASE01282,Constitutional,5,Medium,J002,1,CR03,2025-05-15,201
CASE01283,Land,2,Medium,J001,0,CR07,2025-03-28,110
CASE01284,Family,3,Medium,J003,2,CR02,2024-09-25,72
CASE01285,Civil,4,Medium,J004,3,CR01,2025-12-23,113
CASE01286,Civil,3,Medium,J008,7,CR04,2025-11-17,88
CASE01287,Criminal,3,Low,J005,4,CR02,2025-03-20,116
CASE01288,Land,5,Medium,J008,7,CR04,2025-05-09,137
CASE01289,Commercial,8,Low,J004,3,CR07,2024-02-26,179
CASE01290,Constitutional,5,Low,J002,1,CR03,2025-06-02,241
CASE01291,Land,3,Medium,J004,3,CR08,2024-06-19,92
CASE01292,Commercial,2,Medium,J001,0,CR08,2024-11-25,132
CASE01293,Criminal,3,Medium,J002,1,CR06,2024-02-22,96
CASE01294,Family,2,Medium,J008,7,CR04,2025-07-18,135
CASE01295,Commercial,3,Medium,J007,6,CR07,2025-02-17,115
CASE01296,Civil,4,Medium,J003,2,CR02,2025-04-16,180
CASE01297,Labour,4,Medium,J005,4,CR08,2024-04-01,126
CASE01298,Criminal,2,Low,J005,4,CR08,2024-11-20,157
CASE01299,Commercial,3,Medium,J001,0,CR08,2024-04-16,140
